CVE-ID,Description,CVSS Base Score,AV,AC,PR,UI,S,C,I,A
CVE-2012-2576,"SQL injection vulnerability in the LoginServlet page in SolarWinds Storage Manager before 5.1.2, SolarWinds Storage Profiler before 5.1.2, and SolarWinds Backup Profiler before 5.1.2 allows remote attackers to execute arbitrary SQL commands via the loginName field.",9.8,AV:N,AC:L,PR:N,UI:N,/S:U,/C:H,/I:H,/A:H
CVE-2012-2656,"An XML eXternal Entity (XXE) issue exists in Restlet 1.1.10 in an endpoint using XML transport, which lets a remote attacker obtain sensitive information.",7.5,AV:N,AC:L,PR:N,UI:N,/S:U,/C:H,/I:N,/A:N
CVE-2012-2714,The BrowserID (Mozilla Persona) module 7.x-1.x before 7.x-1.3 for Drupal allows remote attackers to hijack the authentication of arbitrary users via the audience identifier.,9.8,AV:N,AC:L,PR:N,UI:N,/S:U,/C:H,/I:H,/A:H
CVE-2012-2724,"The Simplenews module 6.x-1.x before 6.x-1.4, 6.x-2.x before 6.x-2.0-alpha4, and 7.x-1.x before 7.x-1.0-rc1 for Drupal reveals the email addresses of new mailing list subscribers when confirmation is required, which allows remote attackers to obtain sensitive information via the confirmation page.",5.3,AV:N,AC:L,PR:N,UI:N,/S:U,/C:L,/I:N,/A:N
CVE-2012-2736,"In NetworkManager 0.9.2.0, when a new wireless network was created with WPA/WPA2 security in AdHoc mode, it created an open/insecure network.",4.4,AV:L,AC:L,PR:L,UI:N,/S:U,/C:L,/I:L,/A:N
CVE-2012-2771,"Unspecified vulnerability in FFmpeg before 0.10.3 has unknown impact and attack vectors, a different vulnerability than CVE-2012-2773, CVE-2012-2778, CVE-2012-2780, and CVE-2012-2781.",9.8,AV:N,AC:L,PR:N,UI:N,/S:U,/C:H,/I:H,/A:H
CVE-2012-2773,"Unspecified vulnerability in FFmpeg before 0.10.3 has unknown impact and attack vectors, a different vulnerability than CVE-2012-2771, CVE-2012-2778, CVE-2012-2780, and CVE-2012-2781.",9.8,AV:N,AC:L,PR:N,UI:N,/S:U,/C:H,/I:H,/A:H
CVE-2012-2778,"Unspecified vulnerability in FFmpeg before 0.10.3 has unknown impact and attack vectors, a different vulnerability than CVE-2012-2771, CVE-2012-2773, CVE-2012-2780, and CVE-2012-2781.",9.8,AV:N,AC:L,PR:N,UI:N,/S:U,/C:H,/I:H,/A:H
CVE-2012-2780,"Unspecified vulnerability in FFmpeg before 0.10.3 has unknown impact and attack vectors, a different vulnerability than CVE-2012-2771, CVE-2012-2773, CVE-2012-2778, and CVE-2012-2781.",9.8,AV:N,AC:L,PR:N,UI:N,/S:U,/C:H,/I:H,/A:H
CVE-2012-2781,"Unspecified vulnerability in FFmpeg before 0.10.3 has unknown impact and attack vectors, a different vulnerability than CVE-2012-2771, CVE-2012-2773, CVE-2012-2778, and CVE-2012-2780.",9.8,AV:N,AC:L,PR:N,UI:N,/S:U,/C:H,/I:H,/A:H
CVE-2012-2805,Unspecified vulnerability in FFMPEG 0.10 allows remote attackers to cause a denial of service.,7.5,AV:N,AC:L,PR:N,UI:N,/S:U,/C:N,/I:N,/A:H
CVE-2012-2931,PHP code injection in TinyWebGallery before 1.8.8 allows remote authenticated users with admin privileges to inject arbitrary code into the .htusers.php file.,7.2,AV:N,AC:L,PR:H,UI:N,/S:U,/C:H,/I:H,/A:H
CVE-2012-2945,Hadoop 1.0.3 contains a symlink vulnerability.,7.5,AV:N,AC:L,PR:N,UI:N,/S:U,/C:N,/I:H,/A:N
CVE-2012-2950,Gateway Geomatics MapServer for Windows before 3.0.6 contains a Local File Include Vulnerability which allows remote attackers to execute local PHP code and obtain sensitive information.,8.1,AV:N,AC:H,PR:N,UI:N,/S:U,/C:H,/I:H,/A:H
CVE-2012-2979,FreeBSD NSD before 3.2.13 allows remote attackers to crash a NSD child server process (SIGSEGV) and cause a denial of service in the NSD server.,7.5,AV:N,AC:L,PR:N,UI:N,/S:U,/C:N,/I:N,/A:H
CVE-2012-3331,IBM Sametime allows remote attackers to obtain sensitive information from the Sametime Log database via a direct request to STLOG.NSF. IBM X-Force ID: 78048.,5.3,AV:N,AC:L,PR:N,UI:N,/S:U,/C:L,/I:N,/A:N
CVE-2012-3353,"The Apache Sling JCR ContentLoader 2.1.4 XmlReader used in the Sling JCR content loader module makes it possible to import arbitrary files in the content repository, including local files, causing potential information leaks. Users should upgrade to version 2.1.6 of the JCR ContentLoader",7.5,AV:N,AC:L,PR:N,UI:N,/S:U,/C:H,/I:N,/A:N
CVE-2012-3407,plow has local buffer overflow vulnerability,7.8,AV:L,AC:L,PR:L,UI:N,/S:U,/C:H,/I:H,/A:H
CVE-2012-3409,"ecryptfs-utils: suid helper does not restrict mounting filesystems with nosuid,nodev which creates a possible privilege escalation",7.8,AV:L,AC:L,PR:L,UI:N,/S:U,/C:H,/I:H,/A:H
CVE-2012-3460,cumin: At installation postgresql database user created without password,9.8,AV:N,AC:L,PR:N,UI:N,/S:U,/C:H,/I:H,/A:H
CVE-2012-3462,A flaw was found in SSSD version 1.9.0. The SSSD's access-provider logic causes the result of the HBAC rule processing to be ignored in the event that the access-provider is also handling the setup of the user's SELinux user context.,8.8,AV:N,AC:L,PR:L,UI:N,/S:U,/C:H,/I:H,/A:H
CVE-2012-3490,"The (1) my_popenv_impl and (2) my_spawnv functions in src/condor_utils/my_popen.cpp and the (3) systemCommand function in condor_vm-gahp/vmgahp_common.cpp in Condor 7.6.x before 7.6.10 and 7.8.x before 7.8.4 does not properly check the return value of setuid calls, which might cause a subprocess to be created with root privileges and allow remote attackers to gain privileges via unspecified vectors.",8.8,AV:N,AC:L,PR:L,UI:N,/S:U,/C:H,/I:H,/A:H
CVE-2012-3536,Two XSS vulnerabilities were fixed in message list and view in the Hupa Webmail application from the Apache James project. An attacker could send a carefully crafted email to a user of Hupa which would trigger a XSS when the email was opened or when a list of messages were viewed. This issue was addressed in Hupa 0.0.3.,6.1,AV:N,AC:L,PR:N,UI:R,/S:C,/C:L,/I:L,/A:N
CVE-2012-3543,mono 2.10.x ASP.NET Web Form Hash collision DoS,7.5,AV:N,AC:L,PR:N,UI:N,/S:U,/C:N,/I:N,/A:H
CVE-2012-3806,Samsung Kies before 2.5.0.12094_27_11 contains a NULL pointer dereference vulnerability which could allow remote attackers to perform a denial of service.,7.5,AV:N,AC:L,PR:N,UI:N,/S:U,/C:N,/I:N,/A:H
CVE-2012-3807,Samsung Kies before 2.5.0.12094_27_11 has arbitrary file execution.,9.8,AV:N,AC:L,PR:N,UI:N,/S:U,/C:H,/I:H,/A:H
CVE-2012-3808,Samsung Kies before 2.5.0.12094_27_11 has arbitrary file modification.,7.5,AV:N,AC:L,PR:N,UI:N,/S:U,/C:N,/I:H,/A:N
CVE-2012-3809,Samsung Kies before 2.5.0.12094_27_11 has arbitrary directory modification.,7.5,AV:N,AC:L,PR:N,UI:N,/S:U,/C:N,/I:H,/A:N
CVE-2012-3810,Samsung Kies before 2.5.0.12094_27_11 has registry modification.,7.5,AV:N,AC:L,PR:N,UI:N,/S:U,/C:N,/I:H,/A:N
CVE-2012-3821,"A Security Bypass vulnerability exists in the activate.asp page in Arial Software Campaign Enterprise 11.0.551, which could let a remote malicious user modify the SerialNumber field.",4.3,AV:N,AC:L,PR:L,UI:N,/S:U,/C:N,/I:L,/A:N
CVE-2012-3822,"Arial Campaign Enterprise before 11.0.551 has unauthorized access to the User-Edit.asp page, which allows remote attackers to enumerate users' credentials.",7.5,AV:N,AC:L,PR:N,UI:N,/S:U,/C:H,/I:N,/A:N
CVE-2012-3823,Arial Campaign Enterprise before 11.0.551 stores passwords in clear text and these may be retrieved.,7.5,AV:N,AC:L,PR:N,UI:N,/S:U,/C:H,/I:N,/A:N
CVE-2012-3824,"In Arial Campaign Enterprise before 11.0.551, multiple pages are accessible without authentication or authorization.",7.5,AV:N,AC:L,PR:N,UI:N,/S:U,/C:H,/I:N,/A:N
CVE-2012-4030,"Chamilo before 1.8.8.6 does not adequately handle user supplied input by the index.php script, which could allow remote attackers to delete arbitrary files.",7.5,AV:N,AC:L,PR:N,UI:N,/S:U,/C:N,/I:H,/A:N
CVE-2012-4284,"A Privilege Escalation vulnerability exists in Viscosity 1.4.1 on Mac OS X due to a path name validation issue in the setuid-set ViscosityHelper binary, which could let a remote malicious user execute arbitrary code",9.8,AV:N,AC:L,PR:N,UI:N,/S:U,/C:H,/I:H,/A:H
CVE-2012-4377,Cross-site scripting (XSS) vulnerability in MediaWiki before 1.18.5 and 1.19.x before 1.19.2 allows remote attackers to inject arbitrary web script or HTML via a File: link to a nonexistent image.,6.1,AV:N,AC:L,PR:N,UI:R,/S:C,/C:L,/I:L,/A:N
CVE-2012-4378,"Multiple cross-site scripting (XSS) vulnerabilities in MediaWiki before 1.18.5 and 1.19.x before 1.19.2, when unspecified JavaScript gadgets are used, allow remote attackers to inject arbitrary web script or HTML via the userlang parameter to w/index.php.",6.1,AV:N,AC:L,PR:N,UI:R,/S:C,/C:L,/I:L,/A:N
CVE-2012-4379,"MediaWiki before 1.18.5, and 1.19.x before 1.19.2 does not send a restrictive X-Frame-Options HTTP header, which allows remote attackers to conduct clickjacking attacks via an embedded API response in an IFRAME element.",6.5,AV:N,AC:L,PR:N,UI:R,/S:U,/C:N,/I:H,/A:N
CVE-2012-4380,"MediaWiki before 1.18.5, and 1.19.x before 1.19.2 allows remote attackers to bypass GlobalBlocking extension IP address blocking and create an account via unspecified vectors.",7.5,AV:N,AC:L,PR:N,UI:N,/S:U,/C:N,/I:H,/A:N
CVE-2012-4382,"MediaWiki before 1.18.5, and 1.19.x before 1.19.2 does not properly protect user block metadata, which allows remote administrators to read a user block reason via a reblock attempt.",4.9,AV:N,AC:L,PR:H,UI:N,/S:U,/C:H,/I:N,/A:N
CVE-2012-4384,"letodms has multiple XSS issues: Reflected XSS in Login Page, Stored XSS in Document Owner/User name, Stored XSS in Calendar",6.1,AV:N,AC:L,PR:N,UI:R,/S:C,/C:L,/I:L,/A:N
CVE-2012-4385,letodms 3.3.6 has CSRF via change password,6.5,AV:N,AC:L,PR:N,UI:R,/S:U,/C:N,/I:H,/A:N
CVE-2012-4420,An information disclosure flaw was found in the way the Java Virtual Machine (JVM) implementation of Java SE 7 as provided by OpenJDK 7 incorrectly initialized integer arrays after memory allocation (in certain circumstances they had nonzero elements right after the allocation). A remote attacker could use this flaw to obtain potentially sensitive information.,7.5,AV:N,AC:L,PR:N,UI:N,/S:U,/C:H,/I:N,/A:N
CVE-2012-4428,openslp: SLPIntersectStringList()' Function has a DoS vulnerability,7.5,AV:N,AC:L,PR:N,UI:N,/S:U,/C:N,/I:N,/A:H
CVE-2012-4434,fwknop before 2.0.3 allow remote authenticated users to cause a denial of service (server crash) or possibly execute arbitrary code.,8.8,AV:N,AC:L,PR:L,UI:N,/S:U,/C:H,/I:H,/A:H
CVE-2012-4438,Jenkins main before 1.482 and LTS before 1.466.2 allows remote attackers with read access and HTTP access to Jenkins master to insert data and execute arbitrary code.,8.8,AV:N,AC:L,PR:L,UI:N,/S:U,/C:H,/I:H,/A:H
CVE-2012-4439,Cross-site Scripting (XSS) in Jenkins main before 1.482 and LTS before 1.466.2 allows remote attackers to inject arbitrary web script or HTML via a crafted URL that points to Jenkins.,6.1,AV:N,AC:L,PR:N,UI:R,/S:C,/C:L,/I:L,/A:N
CVE-2012-4440,Cross-site Scripting (XSS) in Jenkins main before 1.482 and LTS before 1.466.2 allows remote attackers to inject arbitrary web script or HTML in the Violations plugin.,6.1,AV:N,AC:L,PR:N,UI:R,/S:C,/C:L,/I:L,/A:N
CVE-2012-4441,Cross-site Scripting (XSS) in Jenkins main before 1.482 and LTS before 1.466.2 allows remote attackers to inject arbitrary web script or HTML in the CI game plugin.,6.1,AV:N,AC:L,PR:N,UI:R,/S:C,/C:L,/I:L,/A:N
